Company,Date,Time,Vehicle 1 Year,Vehicle Make,Vehicle Model,Address,City,County,Zip Code,Vehicle 1 Status,Vehicle 2 Status,Vehicles Involved,Describe Veh Damage,Mode,Weather,Lighting,Roadway Surface,Roadway Condition,Mov Proceed Col Veh 1,Mov Proceed Col Veh 2,Collision Type,Vehicle type,Location,Fault,Number of injuries,Injuries,Description,Damaged Area,Latitude,Longitude,Census Tract Code,Census Block Code,Census Block Group,Median Age,Population,White,Black,Asian,Hispanic,Other,Median Income
C,6/9/23,10:22 PM,2022,Cruise,AV,2181 Harrison St,San Francisco,San Francisco,94110,Stopped in Traffic,Moving,2,Minor,Autonomous,Cloudy,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Truck/Bus,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling northbound on Harrison St: between 18th Street and 19th Street. As the Cruise AV was coming to stop for a stop sign at the intersection with 1Sth Street, a van approaching from the rear failed to stop behind the Cruise AV and made contact with the Cruise AV's rear bumper, damaging the rear bumper of the Cruise AV. Police and Emergency Medical Services were called and the Cruise AV was towed from the scene. The driver of the van was transported by Emergency Medical Services for further evaluation.","7, 8, 9",37.762264,-122.412708,022801,1011,1,39.3,2216,669,565,213,753,16,125956
B,6/11/23,3:44 PM,2021,Jaguar,I-Pace,Santiago Street near 42nd Avenue,San Francisco,San Francisco,94116,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Parked,Parking Maneuver,Rear End,Truck/Bus,Intersection,Vehicle 2,0,None,"On June 11, 2023 at 3:44 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Santiago Street near 42nd Avenue. The Waymo AV was parallel parked along the curb on eastbound Santiago Street when a passenger car pulled up behind the Waymo AV. The front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sus...",9,37.744478,-122.48911,032901,3003,3,49.8,1218,242,0,937,24,6,144667
C,6/15/23,9:36 AM,2022,Cruise,AV,3164 Sacramento St,San Francisco,San Francisco,94115,Moving,Stopped in Traffic,2,Major,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Stopped,Hit Object,Truck/Bus,Street,Vehicle 1,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on Sacramento Street between Lyon Street and Baker Street. The Cruise AV approached a motorized articulating boom lift (""ABL""), which was stopped in the Cruise AV’s lane of travel. As the Cruise AV began to maneuver around and to the left of the ABL, the Cruise AV made contact with the arm of the ABL, which was elevated above the roadway. This caused damage to the Cruise AV’s roof Lida...",19,37.788701,-122.445095,013402,1008,1,41.9,2239,1827,135,86,129,62,175188
C,6/17/23,11:30 AM,2023,Cruise,AV,3376 19th St,San Francisco,San Francisco,94110,Moving,Stopped in Traffic,2,,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Stopped,Hit Object,Two-Wheels,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling westbound on 19th Street between Capp Street and Mission Street. The Cruise AV slowed to a stop due to a pedestrian on a scooter who entered the lane of traffic in front of the AV and started proceeding in circles. Shortly thereafter, the pedestrian approached the stopped Cruise AV, placed the scooter on the ground in front of the Cruise AV’s front passenger side tire, and walked away off the road...",0,37.760378,-122.418673,020802,2001,2,27.6,1387,415,0,421,461,90,107674
B,6/18/23,5:06 PM,2021,Jaguar,I-Pace,Market Street at Diamond Street,San Francisco,San Francisco,94114,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Making Left Turn,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On June 18, 2023 at 5:06 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Market Street and Diamond Street. The Waymo AV was stopped for a red light on Market Street at Diamond Street with its turn signal activated to indicate intent to turn left onto Diamond Street. The traffic light turned green, and the Waymo AV slowly moved forward, yielding to oncoming traffic, when the vehicle that had been previously...","7, 8, 9",37.761894,-122.437299,020500,1001,1,,,,,,,0,
C,6/24/23,11:08 PM,2023,Cruise,AV,676 Tennessee St,San Francisco,San Francisco,94107,Moving,Stopped in Traffic,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Stopped,Side Swipe,Mid-Sized Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling southbound on Tennessee Street between Mariposa Street and 18th Street when it approached a Lexus Sedan that was stopped in the middle of the road between the Cruise AV’s lane of travel and opposite lane of travel. As the Cruise AV passed the stopped Lexus Sedan on the right, the passenger of the Lexus Sedan opened their front passenger side door, making contact with the Cruise AV’s lower front dr...",1,37.763267,-122.390071,022600,2007,2,33.9,1397,772,26,354,156,89,194444
C,6/29/23,1:05 PM,2020,Cruise,AV,Selby Street between Palou Avenue and Oakdale Avenue,San Francisco,San Francisco,94124,Moving,Stopped in Traffic,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Backing,Stopped,Side Swipe,Truck/Bus,Intersection,Vehicle 1,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was traveling southbound on Selby Street between Palou Avenue and Oakdale Avenue. The Cruise AV came to a stop behind a semi-trailer truck that was slowly reversing diagonally onto Selby Street from the intersection with Palou Avenue. As the semi-trailer truck began encroaching into the Cruise AV’s lane of travel, the Cruise AV operator disengaged from autonomous into manual mode and began reversing the Cruise ...","10, 11",37.740961,-122.401556,980900,1053,1,,,,,,,0,
B,6/29/23,7:50 AM,2021,Jaguar,I-Pace,Jersey Street at Church Street,San Francisco,San Francisco,94114,Stopped in Traffic,Moving,2,Minor,Autonomous,Cloudy,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Truck/Bus,Intersection,Vehicle 2,0,None,"On June 29, 2023 at 7:50 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, CA was in a collision involving a pickup truck on Jersey Street at Church Street. The Waymo AV was traveling eastbound on Jersey Street and stopped at a stop sign at the intersection of Church Street. While yielding to pedestrians crossing the street, a pickup truck traveling directly behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.",8,37.750896,-122.427355,021400,1007,1,,,,,,,0,
Apollo,6/29/23,3:39 PM,2020,Chrysler,Pacifica,Moraga St near 34th Ave,San Francisco,San Francisco,94122,Moving,Moving,2,None,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Side Swipe,Two-Wheels,Intersection,Vehicle 2,0,None,"On June 29, 2023 at 3:39 PM PDT, an Apollo Autonomous Vehicle (“Apollo AV”) operating in San Francisco, California, was in a collision involving a scooter on Moraga Street near 34th Ave. The Apollo AV was traveling westbound on Moraga Street passing the intersection with 34th Ave. The intersection has stop signs clearly installed at all four ways, which require vehicles to make full stop before entering the intersection. The Apollo AV made a full stop, entered and passed approximately 75% of the intersection. A person on scooter coming southbound from 34th Ave.,  approached the intersection. The person on scooter entered the intersection without stopping, then made contact with the passenger rear-side of Apollo AV. Our Apollo AV operator immediately disengaged the AV, pulled over to the closest safe place to park, got out of the car to check the person on scooter, who already left the scene on his scooter without exchanging any information. The Apollo AV had small minor paint scratch, which do not need repair. The police were not called.",0,37.755557,-122.485591,032802,3005,3,43.1,1295,471,8,791,25,0,179853
C,7/2/23,12:07 AM,2023,Cruise,AV,190 Franklin St,San Francisco,San Francisco,94102,Moving,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Changing Lanes,Side Swipe,Compact Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling northbound on Franklin Street in the second rightmost lane between Hayes Street and Fell Street. At the same time, a white Kia Forte traveling in the adjacent center lane veered into the Cruise AV’s lane without a turn signal. Shortly thereafter, contact was made with the Cruise AV’s driver side front and rear passenger door, damaging the driver side front and rear passenger door of the Cruise AV.","3, 4",37.776112,-122.420968,016200,2006,2,41.5,1457,829,0,287,238,103,192574
B,7/3/23,1:13 PM,2021,Jaguar,I-Pace,Hampshire Street at 21st Street,San Francisco,San Francisco,94110,Moving,Stopped in Traffic,2,Minor,Autonomous,Cloudy,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Parked,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On July 3, 2023 at 1:13 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, CA was in a collision involving another vehicle on Hampshire Street at 21st Street. The Waymo AV was traveling straight through the intersection when another vehicle, which was parked, made contact with the side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.",15,37.757705,-122.407754,022802,2009,2,,,,,,,0,
B,7/8/23,3:08 PM,2021,Jaguar,I-Pace,S Alameda Street and 6th Street,Los Angeles,Los Angeles,90021,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Making Right Turn,Traveling Wrong Way,Side Swipe,Two-Wheels,Intersection,Vehicle 2,0,None,"On July 8, 2023 at 3:08 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, CA was in a collision involving another vehicle on S Alameda Street and 6th Street. The Waymo AV was making a right turn when another vehicle traveling the wrong way made contact with the side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.",10,34.029036,-118.23787,206051,1032,1,,,,,,,0,
B,7/11/23,10:13 AM,2021,Jaguar,I-Pace,Martin Ave at Mullen Ave,San Francisco,San Francisco,94110,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Making Right Turn,Parked,Side Swipe,Mid-Sized Car,Intersection,Vehicle 1,0,None,"On July 11, 2023 at 10:13 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, CA was in a collision involving another vehicle on Martin Ave at Mullen Ave. The Waymo AV was making a right turn from Martin Ave onto Mullen Ave when it made contact with a parked vehicle. At the time of the impact, the Waymo AV was being operated in manual mode. Both vehicles sustained damage.","1, 18",37.748932,-122.416281,020900,2005,2,,,,,,,0,
C,7/21/23,1:56 AM,2022,Cruise,AV,425 McAllister Street,San Francisco,San Francisco,94102,Moving,Moving,3,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Head On,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on McAllister Street between Van Ness Avenue and Polk Street. As the Cruise AV was slowing for a red light at the intersection with Polk Street, an Infiniti Q60 traveling westbound on McAllister Street failed to stop for the red light, entered the intersection, and made contact with a black sedan traveling southbound on Polk Street that entered the intersection on a green light. The Cruise AV sustained damage.","17, 18",37.78006,-122.418894,012405,3007,3,37.9,666,526,0,95,0,45,98892
B,7/21/23,9:51 AM,2021,Jaguar,I-Pace,Leavenworth Street at Golden Gate Avenue,San Francisco,San Francisco,94102,Stopped in Traffic,Moving,2,,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Passing Other Vehicle,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On July 21, 2023 at 9:51 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on Leavenworth Street at Golden Gate Avenue. The Waymo AV was stopped in traffic when another vehicle attempted to pass and rear-ended the Waymo AV. No damages were reported.",0,37.781863,-122.413866,012404,3000,3,,,,,,,0,
B,7/22/23,11:11 AM,2021,Jaguar,I-Pace,13th Street east of Folsom Street,San Francisco,San Francisco,94103,Moving,Stopped in Traffic,2,,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Backing,Stopped,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On July 22, 2023 at 11:11 AM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on 13th Street east of Folsom Street. The Waymo AV was backing up when it made contact with a stopped vehicle.",0,37.770244,-122.418396,020101,1007,1,40.5,1424,529,271,192,325,107,94209
Nuro,7/24/23,4:30 PM,2022,Toyota,Prius,Montecito and Shoreline,Mountain View,Santa Clara,94043,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Compact Car,Intersection,Vehicle 2,0,None,"On Monday, July 24th, a Nuro Prius operating in manual mode was stopped at a red light at the intersection of Montecito and Shoreline. The light turned green and the Nuro Prius was waiting for traffic ahead to proceed, when a vehicle approaching the intersection failed to slow down and rear-ended the Nuro Prius. No injuries were reported. The drivers exchanged insurance information. The Nuro Prius had minor damage to its rear bumper and lidar.",8,37.401739,-122.07875,509201,2011,2,,,,,,,0,
B,7/25/23,3:04 PM,2021,Jaguar,I-Pace,Harrison Street at 2nd Street,San Francisco,San Francisco,94107,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Entering Traffic,Proceeding Straight,Side Swipe,Truck/Bus,Intersection,Vehicle 2,0,None,"On July 25, 2023 at 3:04 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger vehicle on Harrison Street at 2nd Street. The Waymo AV was entering traffic when another vehicle proceeding straight made contact with the Waymo AV.",6,37.784897,-122.395896,061503,2002,2,,,,,,,0,
C,7/28/23,11:51 PM,2022,Cruise,AV,1698 Van Ness Ave,San Francisco,San Francisco,94109,Moving,Moving,2,Moderate,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Rear End,Truck/Bus,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling northbound on Van Ness Avenue between California Street and Sacramento Street. As the Cruise AV was passing through the intersection with Sacramento Street on a green light, a bag lying on the roadway blew in front of the Cruise AV. The Cruise AV braked for the object, and a white pickup truck traveling behind the Cruise AV rear-ended the Cruise AV, damaging the rear right bumper, rear right quarter panel, and rear windshield. The driver of the white pickup truck left the scene without exchanging information. There were no reported injuries and the Cruise AV was towed.","8, 9",37.791403,-122.422393,011101,1001,1,42.8,813,305,42,376,40,50,99519
B,7/29/23,2:57 PM,2021,Jaguar,I-Pace,Colorado Avenue near Ocean Avenue,Santa Monica,Los Angeles,90401,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Side Swipe,Two-Wheels,Intersection,Vehicle 2,0,None,"On July 29, 2023 at 2:57 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Santa Monica, California was in a collision involving a cyclist on Colorado Avenue near Ocean Avenue. The Waymo AV was stopped in traffic on southwestbound Colorado Avenue when a cyclist that had been traveling behind the Waymo AV passed the Waymo AV on the right. As the cyclist passed the Waymo AV, the cyclist made contact with the front passenger side sensor of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage and the cyclist did not stop, leaving the scene without exchanging information.",15,34.015739,-118.489356,701902,3001,3,48.7,1247,590,313,55,116,173,35824
C,7/30/23,10:41 PM,2023,Cruise,AV,3309 Mission St,San Francisco,San Francisco,94110,Moving,Stopped in Traffic,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Stopped,Rear End,Mid-sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""AV""), operating in driverless autonomous mode, was traveling northbound on Mission Street between Virginia Avenue and 29th Street. As the AV was yielding to oncoming traffic in preparation to make a left turn onto westbound 29th Street on a green light, a dark-colored BMW Sedan traveling behind the AV failed to stop and rear-ended the AV, damaging the rear passenger side bumper fascia and rear passenger side wheel molding of the AV. The driver of the dark-colored BMW Sedan left the scene without exchanging information. There were no reported injuries.","9, 10",37.743916,-122.420598,025300,4003,4,34.5,1872,540,14,285,850,183,155563
B,8/2/23,10:09 PM,2021,Jaguar,I-Pace,Bush Street at Polk Street,San Francisco,San Francisco,94109,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,1,Passenger,"On August 2, 2023 at 10:09 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Bush Street at Polk Street. The Waymo AV was stopped at a red light on eastbound Bush Street at Polk Street. Shortly after the traffic light turned green and the Waymo AV began to proceed forward, the Waymo AV slowed to a stop. The SUV that was traveling closely behind the Waymo AV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage, and the trailing SUV left the scene without exchanging information. A passenger in the Waymo AV reported injuries.",7,37.788699,-122.420307,011102,2006,2,,,,,,,0,
C,8/8/23,10:37 AM,2023,Cruise,AV,901 Pennsylvania Ave,San Francisco,San Francisco,94107,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Side Swipe,Truck/Bus,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (“AV”), operating in driverless autonomous mode, was traveling northbound on Pennsylvania Avenue between 23rd Street and 25th Street when the AV approached a double-parked semi-trailer truck in the AV’s lane of travel. The AV began to maneuver around and to the left of the semi-trailer truck and came to a stop for a stop sign at the intersection with 23rd Street. At the same time, the semi-trailer truck proceeded forward and, shortly thereafter, made co...","15, 16",37.755246,-122.392884,061402,2000,2,34.6,914,172,123,328,281,10,187926
B,8/11/23,7:38 PM,2021,Jaguar,I-Pace,North Curson Avenue at Waring Avenue,Los Angeles,Los Angeles,90046,Moving,Stopped in Traffic,1,Minor,Conventional,Clear,Dusk-Dawn,Dry,No Unusual Conditions,Slowing/Stopping,Parking Maneuver,Hit Object,Mid-Sized Car,Intersection,Vehicle 1,0,None,"On August 11, 2023 at 7:38 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a stationary object on North Curson Avenue at Waring Avenue. The Waymo AV was pulling over to the right side of the road, when the test driver transitioned to manual mode and made contact with a recycling bin on the right side of the street. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.",16,34.08535,-118.35531,192002,2005,2,,,,,,,0,
WeRide,8/11/23,1:45 PM,2023,Nissan,Leaf,Van Ness Avenue between Eddy Street and Turk Street,San Francisco,San Francisco,94109,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Parked,Backing,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"At 1:45 PM on August 11, 2023, a WeRide vehicle (Car 1) was parked at a Van Ness St. parking meter - between Eddy St. and Turk St. - when another vehicle (Car 2) began reversing in front of the vehicle in question. The reversing vehicle (Car 2) ultimately collided with the front left corner of the WeRide vehicle (Car 1), causing minor damage to the front bumper. The reversing vehicle (Car 2) did not have any damage. Both drivers were able to confer with one another seconds after",18,37.78196,-122.420638,012405,3002,3,,,,,,,0,
B,8/13/23,9:01 PM,2021,Jaguar,I-Pace,Howard Street at Fourth Street,San Francisco,San Francisco,94103,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Making Left Turn,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On August 13, 2023 at 9:01 PM a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Howard Street at Fourth Street. The Waymo AV was traveling southwestbound on Howard Street in the second lane from the left as it was approaching Fourth Street. As the Waymo AV was proceeding straight through the intersection, the passenger car in the right adjacent lane made a left turn from a straight-only lane onto southeas...","15, 16",37.783259,-122.402708,061501,1002,1,,,,,,,0,
Ghost Autonomy,8/14/23,2:20 PM,2017,Toyota,Camry,900 Villa St.,Mountain View,Santa Clara,94041,Stopped in Traffic,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Stopped,Other,Compact Car,Intersection,Vehicle 2,0,None,"A registered Ghost AV Test vehicle was hit by crash debris while traveling on I-680 N. The Ghost vehicle neither hit nor was hit by another vehicle. The Ghost car was traveling in AV mode with a registered AV Test Driver behind the wheel and an additional Safety Co-Driver in the passenger seat. Traffic slowed quickly due to a crash ahead of the Ghost car. Consistent with their training, the Ghost driver took control by braking and disengaging the autonomous system. The Ghost car st...",8,37.394522,-122.080161,509600,2013,2,38.8,1215,286,0,180,749,0,108462
A,8/16/23,8:45 AM,2017,Toyota,Highlander,Sagamore St. and Orizaba St.,San Francisco,San Francisco,94112,Moving,Moving,2,None,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Rear End,Compact Car,Intersection,Vehicle 2,0,None,A Zoox vehicle in manual mode was slowing (with brake lights illuminated) in bumper-to-bumper traffic on westbound Sagamore St. approaching Orizaba St. when it was struck from behind by a following vehicle (vehicle 2). There was minor damage apparent to the hood of the striking vehicle and no damage to the Zoox vehicle. There were no injuries and police were not called.,0,37.711171,-122.462546,031302,3014,3,,,,,,,0,
B,8/17/23,1:05 PM,2021,Jaguar,I-Pace,Bayshore Boulevard near Jerrold Avenue,San Francisco,San Francisco,94124,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Changing Lanes,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On August 17, 2023 at 1:05 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a compact car on Bayshore Boulevard near Jerrold Avenue. The Waymo AV was proceeding straight when a compact car changing lanes made contact with the Waymo AV.",6,37.726178,-122.401537,023300,2003,2,47.8,2491,216,335,1597,291,52,72958
C,8/18/23,12:19 AM,2023,Cruise,AV,3401 26th St,San Francisco,San Francisco,94110,Stopped in Traffic,Moving,2,Major,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Broadside,Mid-Sized Car,Intersection,Vehicle 2,1,Passenger,"A Cruise autonomous vehicle (“AV”), operating in driverless autonomous mode, was at a complete stop in response to a red light on eastbound 26th Street at the intersection with Mission Street. As the AV was proceeding after the light turned green, a Dodge Charger traveling southbound on Mission Street failed to stop for the red light, entered the intersection, and made contact with the AV, damaging the front and rear driver side and rear bumper fascia of the AV. Police and Emergency Medical Services (EMS) were called to the scene. The AV was towed from the scene. The passenger of the Dodge Charger was assessed by medical personnel at the scene and was not transported by EMS.","3, 4, 5, 7, 8, 19",37.749191,-122.418135,020900,2003,2,34.3,1355,184,29,60,1082,0,82896
Mercedes,8/18/23,6:05 PM,2021,Mercedes,S Class,105W to 405S interchange,Los Angeles,Los Angeles,90250,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,The driver was manually driving the Mercedes-Benz  vehicle on the interchange from the 105W to 405S when the vehicle in front of him came to an abrupt stop due to slowed traffic on the freeway.  The driver manually brought the Mercedes-Benz vehicle to a stop in his lane.  The vehicle behind him did not come to a stop in time and rear ended the Mercedes-Benz.  There was no injury or property damage. The Mercedes-Benz was able to drive away from the accident.  Damage was sustained to the rear bumper of the Mercedes Benz and the front bumper of the following vehicle. At no point during the incident was the vehicle operating in autonomous mode.,"7, 8, 9",33.914775,-118.348083,602403,1004,1,,,,,,,0,
B,8/19/23,4:45 PM,2021,Jaguar,I-Pace,13th Street at Mission Street,San Francisco,San Francisco,94103,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On August 19, 2023 at 4:45 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on 13th Street at Mission Street. The Waymo AV was stopped in traffic when the moving passenger car made contact with the rear of the Waymo AV.","7, 8, 9",37.770219,-122.419414,020101,1007,1,,,,,,,0,
B,8/20/23,5:48 PM,2021,Jaguar,I-Pace,Martin Luther King Jr. Drive at Crossover Drive,San Francisco,San Francisco,94122,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Side Swipe,Two-Wheels,Intersection,Vehicle 2,0,None,"On August 20, 2023 at 5:49 PM PT the mirror of a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was struck by a cyclist on Martin Luther King Jr. Drive at Crossover Drive. The Waymo AV was stopped in traffic on eastbound Martin Luther King Jr. Drive at the intersection with Crossover Drive, when a cyclist that had been traveling behind the Waymo AV passed the Waymo AV on the left. As the cyclist passed the Waymo AV, the cyclist made contact with the driver side mirror of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage and the cyclist did not stop, leaving the scene without exchanging information.",2,37.764648,-122.508996,980300,1019,1,34.7,25,14,0,5,6,0,149688
Beep,8/23/23,5:54 PM,2018,Navya,ARMA,"9th St at Seven Seas Ave, Treasure Island",San Francisco,San Francisco,94130,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Making Left Turn,Broadside,Mid-Sized Car,Intersection,Vehicle 2,0,None,"At approximately 5:54 p.m. PST on Wednesday, August 23, 2023, at the intersection of Seven Seas Ave and 9th Street on Treasure Island in the city of San Francisco, a Beep-operated autonomous shuttle was proceeding in autonomous mode straight E/B after stopping at a 3-way stop intersection when a vehicle making a left turn heading N/B proceeded out of turn resulting in a collision within the intersection. There were no passengers on board and no injuries reported. Both vehicle sustained minor damage and police did not respond to the scene.  There were no other witness statements received.","16, 17",37.819763,-122.368433,017903,1014,1,,,,,,,0,
B,8/23/23,9:54 PM,2021,Jaguar,I-Pace,Mason Street at Vandewater Street,San Francisco,San Francisco,94133,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Backing,Side Swipe,Truck/Bus,Intersection,Vehicle 2,0,None,"On August 23, 2023 at 9:54 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a heavy truck on Mason Street at Vandewater Street. The Waymo AV was traveling northbound on Mason Street when it approached a heavy truck and trailer that was stopped in the adjacent lane on the left side of the street. As the Waymo began to slowly pass the truck, the truck initiated a reversing turn maneuver into a loading bay on the left side of Mason Street. The Waymo AV then came to a stop, and as the Waymo AV was initiating its own reversing maneuver to clear the path for the truck, the right side of the trailer made contact with the front driver’s side corner of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.","1, 18",37.805152,-122.413516,010102,1000,1,,,,,,,0,
