Company,Date,Time,Vehicle 1 Year,Vehicle Make,Vehicle Model,Address,City,County,Zip Code,Vehicle 1 Status,Vehicle 2 Status,Vehicles Involved,Describe Veh Damage,Mode,Weather,Lighting,Roadway Surface,Roadway Condition,Mov Proceed Col Veh 1,Mov Proceed Col Veh 2,Collision Type,Vehicle type,Location,Fault,Number of injuries,Injuries,Description,Damaged Area,Latitude,Longitude,Census Tract Code,Census Block Code,Census Block Group,Median Age,Population,White,Black,Asian,Hispanic,Other,Median Income
A,3/22/22,3:00 PM,2016,Toyota,Highlander,Stockton and Filbert Intersection,San Francisco,San Francisco,94133,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Two-Wheels,Intersection,Vehicle 2,0,None,"A Zoox vehicle in manual mode was proceeding with the right of way through a four-way stop, when a person operating an electric scooter failed to stop at the stop sign and proceeded into the intersection from the right and made contact with the rear corner of the Zoox vehicle at low speed. Police were not called.",9,37.80137,-122.409369,010600,3002,3,,,,,,,0,
C,3/24/22,1:24 PM,2022,Cruise,AV,1090 Point Lobos Avenue,San Francisco,San Francisco,94121,Moving,Moving,1,Major,Autonomous,Cloudy,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Two-Wheels,Street,Vehicle 2,1,Cyclist fell to the ground and sustained injuries. Police and Emergency Medical Services (EMS) were called.,"A Cruise autonomous vehicle (""Cruise AV"") operating in supervised autonomous mode, was traveling southbound on Point Lobos Avenue between 48th Avenue and Balboa Street The Cruise AV was traveling downhill when a cyclist approached the Cruise AV from behind. The Cruise AV began to brake, and shortly thereafter; the cyclist made contact with the rear window of the Cruise AV. The cyclist fell to the ground and sustained injuries. Police and Emergency Medical Services (EMS) were called. The was transferred the scene via EMS. The impact caused damage to the rear passenger side of the bumper, rear hatch, and rear window of the Cruise AV. cyclist - from",8,37.778582,-122.513967,047904,1003,1,42.7,1970,1306,12,166,215,271,78854
C,3/26/22,2:07 AM,2020,Cruise,AV,2200 Greenwich St,San Francisco,San Francisco,94123,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Backing,Other,Truck/Bus,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise operating in driverless autonomous mode, was traveling eastbound on Greenwich Street between Steiner Street and Fillmore Street The Cruise AV approached a pickup truck that was reversing 0n eastbound Greenwich Street and the Cruise AV stopped as the pickup truck continued to reverse. The pickup truck continued to reverse and made contact with the Cruise A V, damaging the front bumper of the Cruise AV. There were no injuries and the Cruise AV was towed the incident: AV""); from",17,37.798802,-122.435866,012802,1007,1,27.3,814,769,0,32,13,0,250001
B,3/26/22,1:16 AM,2021,Jaguar,I-Pace,Oakdale Avenue and Toland Street,San Francisco,San Francisco,94124,Moving,Moving,2,Moderate,Autonomous,Cloudy,Dark - No Street Lights,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,"On March 26, 2022 at 1:16 AM PST a Waymo Autonomous Vehicle (~Waymo AV"") operating in San Francisco, California was in a collision involving a SUV on Oakdale Avenue and Toland Street: The Waymo AV was slowing for a stop sign while traveling westbound o Oakdale Avenue in autonomous mode An SUV approached from behind and made contact with the rear of the Waymo AV. The other party immediately left the scene of the event At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained moderate damage.","7, 8, 9",37.740961,-122.401556,980900,1053,1,,,,,,,0,
Pony.ai,3/28/22,11:30 AM,2019,Hyundai,Kona EV,Tustin Ranch Rd traveling eastbound,Tustin,Orange County,92606,Moving,None,1,Minor,Autonomous,Raining,Daylight,Wet,Obstruction on Roadway,Proceeding Straight,Unknown,Hit Object,None,Street,Vehicle 1,0,None,"On March 28, 2022, while in supervised ("" Drivered"" autonomous mode traveling eastbound on Tustin Ranch Rd in Tustin, CA, a Pony.ai Autonomous Vehicle drove over a temporary sign that had previously fallen over and was lying flat o its side in the travel lane. The impact redirected the vehicle towards the curb. The Safety Operator took control, braked, and steered the vehicle away from the direction of the curb. The right front tire scraped the right curb. The vehicle sustained minor damage to the right front strut and control arm There were no injuries and no other vehicles involved  The Safety Operator drove the vehicle back to Pony.ai's Irvine facility.","14, 15",33.72501,-117.804399,052502,3010,3,43.6,1896,809,112,397,571,7,97537
A,3/29/22,8:20 AM,2016,Toyota,Highlander,3rd Street and Stillman Street,San Francisco,San Francisco,94107,Moving,Moving,2,Moderate,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Proceeding Straight,Rear End,Compact Car,Street,Vehicle 2,0,None,A Zoox vehicle in autonomous mode was stopped in traffic when passenger vehicle from behind made contact with the rear of the Zoox vehicle at low The police were not called. speed.,"7, 8, 9",37.781749,-122.39638,018000,2001,2,,,,,,,0,
C,3/29/22,9:44 AM,2020,Cruise,AV,1145 Hayes St,San Francisco,San Francisco,94117,Moving,None,2,None,Conventional,Clear,Daylight,Unknown,No Unusual Conditions,Backing,Parked,Rear End,Mid-Sized Car,Reverse,Vehicle 1,0,None,"A Cruise autonomous vehicle (""Cruise A F operating in manual mode, was reversing into a parking spot o westbound Hayes Street between Pierce Street and Scott Street: While reversing; the Cruise AV made contact with the front bumper of a Honda SUV that was parked behind the Cruise AV_ This caused damage to the front bumper of the Honda SUV. There were no injuries and police were not called: V"");",0,37.77514,-122.435237,016400,3001,3,32,1390,675,94,120,425,76,154732
B,3/31/22,11:07 AM,2021,Jaguar,I-Pace,1000 block of Potrero Avenue,San Francisco,San Francisco,94110,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,"On March 31,2022 at 11.07 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on the 1000 block of Potrero Avenue The Waymo AV was stopped at a red traffic light on southbound Potrero Avenue when pedestrian entered the crosswalk: When the traffic light turned green, the Waymo AV remained stopped for a crossing pedestrian who had just reached the pedestrian island in the middle of the crosswalk. After a brief pause, the ADV started to proceed, when the SUV behind the Waymo AV then made contact with the rear of thef Waymo AV. At the time of the impact; the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver' s seating position) Both vehicles sustained minor damage.",8,37.748932,-122.416281,020900,2005,2,,,,,,,0,
B,4/1/22,2:27 AM,2021,Jaguar,I-Pace,19th Avenue and Lincoln Way,San Francisco,San Francisco,94122,Moving,Moving,2,Minor,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Slowing/Stopping,Changing Lanes,Rear End,Mid-Sized Car,Intersection,Vehicle 1,0,None,"On April 1,2022 at 2.27 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving passenger vehicle on 19th Avenue at Lincoln The Waymo AV was in autonomous mode and proceeding southbound on 19th Avenue in the rightmost lane, with a passenger vehicle traveling parallel in the left adjacent lane As the two vehicles approached Lincoln the passenger vehicle cut into the Waymo s lane and braked before turning right on Lincoln As the passenger vehicle executed the right turn, the Waymo AV test driver transitioned to manual mode, applied the brakes, but made contact with the passenger side rear corner of the passenger vehicle. At the time of the impact; the Waymo AV s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The other party immediately left the scene of the event: The Waymo AV sustained minor damage. Way: Way, Way.",17,37.765448,-122.477308,032601,1000,1,,,,,,,0,
C,4/1/22,12:43 AM,2020,Cruise,AV,1333 Bush St,San Francisco,San Francisco,94109,Moving,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Making Left Turn,Side Swipe,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise A V""), operating in driverless autonomous mode, was traveling eastbound on Bush Street toward the intersection with Larkin Street. The Cruise AV was traveling in the leftmost lane of three lanes of traffic. the Cruise AV approached the intersection on green light; red SUV traveling in the same direction eastbound on Bush Street remained stopped in the middle lane at the intersection with Larkin Street_ As the Cruise AV began to enter the intersection, the red SUV made a prohibited left turn onto Larkin Street from the middle lane on Bush Street, across both the left lane in which the Cruise AV was traveling and a lefthand turn lane. The Cruise AV braked to avoid the SUV turning into its lane and, shortly thereafter; the red SUV made contact with the Cruise AV, damaging the passenger side fender and front facia of the Cruise AV_ The driver of the red SUV left the scene without exchanging information. There were no injuries and Cruise filed a police report: As","14, 15, 16",37.788594,-122.419001,012001,1001,1,44.6,959,435,0,214,276,17,0
B,4/5/22,7:55 PM,2021,Jaguar,I-Pace,Quintara Street and 2Oth Avenue,San Francisco,San Francisco,94116,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Dusk-Dawn,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,"On April 5,2022 at 7.55 PM PST a Waymo Autonomous Vehicle (""Waymo A operating in San Francisco, CA was in a collision involving passenger car on Quintara Street at 2Oth Avenue_ The Waymo AV came to a stop at a stop sign on Quintara Street at ZOth Avenue, and as it was about to proceed, a passenger vehicle behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver'$ seating position). Both vehicles sustained minor damage. V )","7, 9",37.743857,-122.483232,032801,2005,2,,,,,,,0,
A,4/6/22,5:38 PM,2016,Highlander,Toyota,9th and Bryant Street,San Francisco,San Francisco,94103,Moving,Moving,2,None,Autonomous,Clear,Dusk-Dawn,Dry,No Unusual Conditions,Making Right Turn,Passing Other Vehicle,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,A Zoox vehicle in autonomous mode was making a right turn from Bryant Street onto 9th Street when vehicle overtaking from the rear switched lanes as it drove in front of the Zoox vehicle and made contact with the front Zoox sensors The other party left the scene_ The police were not called and there were no injuries.,16,37.771291,-122.408531,018000,4019,4,,,,,,,0,
B,4/8/22,12:31 PM,2021,Jaguar,I-Pace,Pine Street and Polk Street,San Francisco,San Francisco,94109,Moving,Moving,2,Moderate,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Changing Lanes,Changing Lanes,Broadside,Mid-Sized Car,Street,Vehicle 1,0,None,"On April &,2022 at 12.31 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving SUV on Pine Street at Polk Street The Waymo AV was traveling west on Pine Street in manual mode behind stopped traffic_ While attempting a lane change from the far left lane into the center lane of Pine Street, the Waymo AV test driver partially entered the lane and made contact with a SUV entering the center lane from the far right lane. At the time of the impact, the Waymo V's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained moderate damage.",15,37.78962,-122.420493,011102,2003,2,,,,,,,0,
C,4/9/22,1:55 AM,2020,Cruise,AV,1798 Sacramento St,San Francisco,San Francisco,94109,Moving,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Slowing/Stopping,Making Right Turn,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was stopped at a red light on northbound Van Ness Avenue at the intersection with Sacramento Street_ The Cruise AV entered the intersection on a green light and continued straight through the intersection before braking and coming to complete stop near the end of the intersection. At the same time, a Toyota Sedan on westbound Sacramento Street began was making an unprotected right turn 0n red light onto northbound Van Ness Avenue behind the Cruise AV. Shortly thereafter; the Toyota Sedan rear-ended the Cruise AV and made contact with the Cruise AV's rear bumper, damaging the rear right bumper: The driver of the other vehicle left the scene without exchanging information. There were no injuries and a police report was later filed:","9, 10",37.791437,-122.422194,011101,1001,1,42.8,813,305,42,376,40,50,99519
Pony.ai,4/11/22,9:00 AM,2020,Hyundai,Kona EV,301 Ranch Dr,Milpitas,Santa Clara,95035,Stopped in Traffic,Moving,2,Minor,Autonomous,Raining,Daylight,Wet,No Unusual Conditions,Stopped,Backing,Rear End,Mid-Sized Car,Street,Vehicle 2,0,None,"On April 11,2022, while in supervised (""Drivered"" autonomous mode, a Pony.ai Autonomous Vehicle was parked in parking lot when a passenger vehicle reversed into the Pony.ai vehicle. The Pony.ai vehicle sustained minor damage to the driver'$ side rear There were no injuries Or other property damage, the were not called to the scene; and the Pony.ai vehicle was driven back to Pony.ai'$ Fremont facility. door. police","4, 5",37.430883,-121.922055,504602,1122,1,33.1,2325,378,37,293,1525,49,110536
B,4/11/22,10:36 PM,2021,Jaguar,I-Pace,Townsend St and Embarcadero,San Francisco,San Francisco,94107,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Passing Other Vehicle,Side Swipe,Two-Wheels,Street,Vehicle 2,0,None,"On April 11,2022 at 10.36 PM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a SUV on Townsend Street and Embarcadero. While traveling southwest on Townsend Street in manual mode, the Waymo AV test driver approached double-parked vehicle blocking traffic_ The Waymo AV test driver pulled behind the double-parked vehicle. At this time, a SUV following closely behind the Waymo AV passed the Waymo AV on the left side, making contact with the rear left sensor of the Waymo AV. The SUV left the scene. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage.",6,37.78224,-122.388379,061508,1003,1,,,,,,,0,
